purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
TOYOTA,PRIUS,2010,15001.0,1,1,80001 - 100000,M,Fifties,JAPAN,Financial Examiners,3
TOYOTA,PRIUS,2013,20001.0,1,1,60001 - 80000,F,Thirties,JAPAN,"Philosophy and Religion Teachers, Postsecondary",3
VOLVO,C30,2009,15001.0,1,1,60001 - 80000,M,Twenties,SWEDEN,Instructional Coordinators,3
MAZDA,MAZDA2,2012,10001.0,0,1,60001 - 80000,F,Fifties,JAPAN,Occupational Health and Safety Specialists and Technicians,3
VOLKSWAGEN,GTI,2008,15001.0,0,1,60001 - 80000,M,Twenties,GERMANY,Emergency Management Directors,3
MINI,COOPER,2011,20001.0,1,1,60001 - 80000,U,Thirties,UNITED KINGDOM,Animal Scientists,3
CHEVROLET,VOLT,2011,20001.0,1,1,60001 - 80000,F,Thirties,UNITED STATES,"Project Management Specialists and Business Operations Specialists, All Other",3
JEEP,LIBERTY,2012,15001.0,0,1,80001 - 100000,U,Sixties,UNITED STATES,"Health Specialties Teachers, Postsecondary",3
MAZDA,MAZDA2,2012,10001.0,0,1,60001 - 80000,F,Thirties,JAPAN,Cost Estimators,3
TOYOTA,PRIUS,2010,20001.0,0,1,80001 - 100000,M,Thirties,JAPAN,Other Management Occupations,3
JEEP,LIBERTY,2012,15001.0,1,1,80001 - 100000,M,Twenties,UNITED STATES,Atmospheric and Space Scientists,3
BMW,128,2011,20001.0,1,1,140001 - 160000,M,Sixties,GERMANY,"Dentists, General",3
TOYOTA,PRIUS,2011,20001.0,1,1,80001 - 100000,F,Fifties,JAPAN,"Business Teachers, Postsecondary",3
CHEVROLET,CAPTIVA SPORT,2012,20001.0,0,1,100001 - 120000,F,Forties,UNITED STATES,"Engineering Teachers, Postsecondary",3
TOYOTA,PRIUS,2010,20001.0,1,1,80001 - 100000,M,Fifties,JAPAN,First-Line Supervisors of Police and Detectives,3
CHEVROLET,CAPTIVA SPORT,2013,20001.0,0,1,60001 - 80000,F,HundredPlus,UNITED STATES,"Special Education Teachers, All Other",3
MINI,COOPER,2011,25001.0,0,1,80001 - 100000,F,Thirties,UNITED KINGDOM,Physical Therapists,3
VOLKSWAGEN,GOLF,2010,15001.0,1,1,100001 - 120000,M,Forties,GERMANY,Astronomers,3
JEEP,LIBERTY,2012,15001.0,1,1,200001+,M,Fifties,UNITED STATES,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
JEEP,LIBERTY,2012,20001.0,1,1,100001 - 120000,M,Fifties,UNITED STATES,"Electronics Engineers, Except Computer",3
CHEVROLET,VOLT,2012,30001.0,1,1,100001 - 120000,M,Thirties,UNITED STATES,"Psychologists, All Other",3
INFINITI,FX35,2010,30001.0,1,1,60001 - 80000,F,Twenties,JAPAN,Air Transportation Workers,3
SUBARU,OUTBACK,2012,25001.0,1,1,120001 - 140000,F,Forties,JAPAN,Lawyers and Judicial Law Clerks,3
JEEP,LIBERTY,2012,15001.0,0,1,200001+,M,Forties,UNITED STATES,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
SUZUKI,SX4,2008,10001.0,1,1,180001 - 200000,U,Thirties,JAPAN,Chief Executives,3
BMW,128,2010,25001.0,1,1,60001 - 80000,M,Twenties,GERMANY,Postmasters and Mail Superintendents,3
TOYOTA,PRIUS,2010,15001.0,0,1,80001 - 100000,M,Twenties,JAPAN,"Physical Sciences Teachers, Postsecondary",3
JEEP,LIBERTY,2012,15001.0,0,1,100001 - 120000,U,Twenties,UNITED STATES,Software Developers and Software Quality Assurance Analysts and Testers,3
VOLKSWAGEN,R32,2008,20001.0,1,1,60001 - 80000,M,Forties,GERMANY,Labor Relations Specialists,3
MITSUBISHI,ECLIPSE,2012,15001.0,1,1,140001 - 160000,M,Forties,JAPAN,"Dentists, All Other Specialists",3
MITSUBISHI,ECLIPSE,2012,15001.0,0,1,80001 - 100000,F,Thirties,JAPAN,Database Administrators and Architects,3
JEEP,LIBERTY,2011,15001.0,0,1,60001 - 80000,F,Thirties,UNITED STATES,"Communications Teachers, Postsecondary",3
MINI,COOPER,2008,15001.0,0,1,100001 - 120000,M,Thirties,UNITED KINGDOM,"Economics Teachers, Postsecondary",3
MINI,COOPER,2011,20001.0,1,1,200001+,M,Fifties,UNITED KINGDOM,Family Medicine Physicians,3
JEEP,LIBERTY,2012,15001.0,1,1,80001 - 100000,M,Fifties,UNITED STATES,Physical Therapists,3
TOYOTA,PRIUS,2010,20001.0,0,1,80001 - 100000,M,Forties,JAPAN,Materials Engineers,3
TOYOTA,PRIUS,2009,15001.0,1,1,80001 - 100000,M,Thirties,JAPAN,Construction Managers,3
TOYOTA,PRIUS C,2012,15001.0,1,1,80001 - 100000,U,Thirties,JAPAN,Medical Scientists,3
TOYOTA,PRIUS,2008,15001.0,1,1,80001 - 100000,M,Thirties,JAPAN,"Transportation, Storage, and Distribution Managers",3
TOYOTA,PRIUS,2013,25001.0,0,1,200001+,F,Fifties,JAPAN,Family Medicine Physicians,3
BMW,128,2008,20001.0,0,1,140001 - 160000,F,Fifties,GERMANY,Dentists,3
JEEP,LIBERTY,2012,15001.0,0,1,60001 - 80000,M,Thirties,UNITED STATES,Compliance Officers,3
BMW,135,2010,25001.0,1,1,80001 - 100000,M,Forties,GERMANY,Biochemists and Biophysicists,3
INFINITI,FX35,2011,30001.0,1,1,0 - 20000,F,Sixties,JAPAN,Tour and Travel Guides,3
JEEP,LIBERTY,2011,15001.0,1,1,80001 - 100000,M,Twenties,UNITED STATES,Materials Scientists,3
CHEVROLET,CAPTIVA SPORT,2012,20001.0,1,1,60001 - 80000,M,Thirties,UNITED STATES,Special Education Teachers,3
SUBARU,OUTBACK,2011,20001.0,0,1,200001+,F,Forties,JAPAN,Family Medicine Physicians,3
TOYOTA,PRIUS,2010,15001.0,1,1,200001+,M,Thirties,JAPAN,General Internal Medicine Physicians,3
HONDA,FIT,2012,15001.0,0,1,60001 - 80000,M,Twenties,JAPAN,First-Line Supervisors of Non-Retail Sales Workers,3
TOYOTA,YARIS,2012,10001.0,0,1,60001 - 80000,F,Twenties,JAPAN,Cost Estimators,3
TOYOTA,PRIUS,2010,20001.0,0,1,200001+,U,Thirties,JAPAN,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
TOYOTA,PRIUS,2008,15001.0,1,1,60001 - 80000,M,Twenties,JAPAN,Anthropologists and Archeologists,3
NISSAN,CUBE,2009,10001.0,1,1,100001 - 120000,F,Fifties,JAPAN,Nurse Practitioners,3
TOYOTA,PRIUS,2012,25001.0,0,1,120001 - 140000,F,Fifties,JAPAN,Advertising and Promotions Managers,3
NISSAN,VERSA NOTE,2014,15001.0,0,1,60001 - 80000,F,Thirties,JAPAN,Dental Hygienists,3
VOLKSWAGEN,GTI,2011,20001.0,0,1,80001 - 100000,F,Twenties,GERMANY,"Engineering and Architecture Teachers, Postsecondary",3
TOYOTA,PRIUS,2011,15001.0,1,1,100001 - 120000,M,Thirties,JAPAN,Training and Development Managers,3
TOYOTA,PRIUS,2012,15001.0,0,1,100001 - 120000,M,Thirties,JAPAN,Industrial Production Managers,3
JEEP,LIBERTY,2010,20001.0,0,1,120001 - 140000,M,Forties,UNITED STATES,Marketing Managers,3
TOYOTA,PRIUS PLUG IN HYBRID,2013,30001.0,0,1,100001 - 120000,M,Fifties,JAPAN,Electrical and Electronics Engineers,3
TOYOTA,PRIUS,2010,15001.0,1,1,80001 - 100000,M,Forties,JAPAN,Detectives and Criminal Investigators,3
TOYOTA,PRIUS,2010,15001.0,1,1,60001 - 80000,F,Thirties,JAPAN,"First-Line Supervisors of Mechanics, Installers, and Repairers",3
NISSAN,CUBE,2010,10001.0,1,1,140001 - 160000,M,Forties,JAPAN,"Dentists, General",3
JEEP,LIBERTY,2012,20001.0,1,1,60001 - 80000,M,Sixties,UNITED STATES,Rail Transportation Workers,3
TOYOTA,PRIUS,2011,20001.0,1,1,60001 - 80000,M,Thirties,JAPAN,Supervisors of Protective Service Workers,3
VOLKSWAGEN,GTI,2010,15001.0,0,1,100001 - 120000,F,Forties,GERMANY,Physician Assistants,3
TOYOTA,PRIUS,2011,20001.0,1,1,80001 - 100000,F,Forties,JAPAN,Database and Network Administrators and Architects,3
BMW,128,2009,20001.0,1,1,60001 - 80000,F,Forties,GERMANY,Training and Development Specialists,3
TOYOTA,PRIUS V,2013,20001.0,0,1,60001 - 80000,M,Twenties,JAPAN,Emergency Management Directors,3
BMW,128,2012,30001.0,1,1,120001 - 140000,M,Fifties,GERMANY,Purchasing Managers,3
MINI,COOPER,2013,15001.0,0,1,100001 - 120000,F,Forties,UNITED KINGDOM,Miscellaneous Physical Scientists,3
DODGE,CALIBER,2011,10001.0,1,1,100001 - 120000,M,Thirties,UNITED STATES,Sales Engineers,3
JEEP,LIBERTY,2012,15001.0,1,1,60001 - 80000,F,Forties,UNITED STATES,"Social Sciences Teachers, Postsecondary, All Other",3
BMW,135,2008,25001.0,1,0,200001+,M,Forties,GERMANY,Family Medicine Physicians,3
FORD,C-MAX,2013,20001.0,1,1,60001 - 80000,U,Fifties,UNITED STATES,"Farmers, Ranchers, and Other Agricultural Managers",3
MINI,COOPER,2008,15001.0,0,1,100001 - 120000,M,Twenties,UNITED KINGDOM,General and Operations Managers,3
TOYOTA,PRIUS,2010,15001.0,1,1,100001 - 120000,M,Forties,JAPAN,Mathematicians,3
CHEVROLET,CAPTIVA SPORT,2012,15001.0,1,1,80001 - 100000,M,Forties,UNITED STATES,Computer Programmers,3
CHEVROLET,CAPTIVA SPORT,2012,20001.0,1,1,0 - 20000,F,Sixties,UNITED STATES,"Textile Cutting Machine Setters, Operators, and Tenders",3
CHEVROLET,VOLT,2012,25001.0,1,1,120001 - 140000,M,UnderTwenty,UNITED STATES,Advertising and Promotions Managers,3
CHEVROLET,CAPTIVA SPORT,2013,20001.0,0,1,60001 - 80000,F,Fifties,UNITED STATES,"Agents and Business Managers of Artists, Performers, and Athletes",3
INFINITI,FX35,2012,35001.0,1,1,80001 - 100000,M,Fifties,JAPAN,Medical Scientists,3
INFINITI,FX35,2010,30001.0,0,1,100001 - 120000,M,Thirties,JAPAN,Miscellaneous Physical Scientists,3
TOYOTA,PRIUS,2010,15001.0,0,1,80001 - 100000,M,Thirties,JAPAN,"Mining and Geological Engineers, Including Mining Safety Engineers",3
CHEVROLET,CAPTIVA SPORT,2013,20001.0,1,1,100001 - 120000,F,Forties,UNITED STATES,Optometrists,3
JEEP,LIBERTY,2011,15001.0,0,1,100001 - 120000,F,Forties,UNITED STATES,Top Executives,3
CHEVROLET,CAPTIVA SPORT,2012,15001.0,1,1,180001 - 200000,F,Thirties,UNITED STATES,Chief Executives,3
CHEVROLET,CAPTIVA SPORT,2013,15001.0,1,1,60001 - 80000,M,Thirties,UNITED STATES,Social and Community Service Managers,3
MINI,COOPER,2010,20001.0,1,1,200001+,F,Forties,UNITED KINGDOM,General Internal Medicine Physicians,3
CHEVROLET,CAPTIVA SPORT,2012,20001.0,0,1,100001 - 120000,M,Sixties,UNITED STATES,Human Resources Managers,3
JEEP,LIBERTY,2011,15001.0,1,1,60001 - 80000,M,Fifties,UNITED STATES,Miscellaneous Life Scientists,3
HONDA,FIT,2011,10001.0,0,1,60001 - 80000,M,Seventies,JAPAN,"Chemistry Teachers, Postsecondary",3
CHEVROLET,CAPTIVA SPORT,2013,20001.0,0,1,60001 - 80000,M,Thirties,UNITED STATES,Police Officers,3
JEEP,LIBERTY,2010,15001.0,0,1,60001 - 80000,F,Thirties,UNITED STATES,First-Line Supervisors of Correctional Officers,3
TOYOTA,PRIUS,2010,15001.0,0,1,60001 - 80000,F,Thirties,JAPAN,Farm Labor Contractors,3
NISSAN,CUBE,2010,15001.0,0,1,60001 - 80000,M,Twenties,JAPAN,Fire Inspectors and Investigators,3
VOLKSWAGEN,GTI,2012,20001.0,1,1,60001 - 80000,F,Twenties,GERMANY,Aircraft Mechanics and Service Technicians,3
LEXUS,CT 200H,2012,25001.0,1,1,140001 - 160000,M,Twenties,JAPAN,"Airline Pilots, Copilots, and Flight Engineers",3
JEEP,LIBERTY,2012,15001.0,0,1,100001 - 120000,M,Fifties,UNITED STATES,Chemical Engineers,3
JEEP,LIBERTY,2011,20001.0,1,1,60001 - 80000,M,Sixties,UNITED STATES,Buyers and Purchasing Agents,3
CHEVROLET,CAPTIVA SPORT,2012,20001.0,1,1,100001 - 120000,M,Thirties,UNITED STATES,Physician Assistants,3
HONDA,FIT,2009,10001.0,1,1,60001 - 80000,F,Forties,JAPAN,Food Scientists and Technologists,3
TOYOTA,PRIUS,2010,15001.0,1,1,100001 - 120000,M,Thirties,JAPAN,Sales Engineers,3
TOYOTA,PRIUS,2013,20001.0,0,1,100001 - 120000,M,Forties,JAPAN,Training and Development Managers,3
TOYOTA,PRIUS,2012,20001.0,1,1,60001 - 80000,M,Forties,JAPAN,Avionics Technicians,3
TOYOTA,PRIUS,2010,20001.0,1,1,100001 - 120000,F,Forties,JAPAN,Nuclear Engineers,3
TOYOTA,PRIUS C,2012,20001.0,1,1,120001 - 140000,F,Forties,JAPAN,Petroleum Engineers,3
TOYOTA,PRIUS,2010,20001.0,1,1,80001 - 100000,M,Twenties,JAPAN,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",3
SUBARU,OUTBACK,2011,20001.0,1,1,60001 - 80000,M,Thirties,JAPAN,Chemists,3
MINI,COOPER,2009,15001.0,0,1,100001 - 120000,M,Forties,UNITED KINGDOM,Electrical and Electronics Engineers,3
JEEP,LIBERTY,2012,15001.0,0,1,80001 - 100000,M,Twenties,UNITED STATES,Physical Scientists,3
TOYOTA,YARIS,2012,10001.0,0,1,100001 - 120000,M,Fifties,JAPAN,Actuaries,3
TOYOTA,PRIUS,2010,20001.0,1,1,60001 - 80000,M,Fifties,JAPAN,Technical Writers,3
INFINITI,FX35,2010,25001.0,1,1,60001 - 80000,F,Twenties,JAPAN,Stationary Engineers and Boiler Operators,3
CHEVROLET,CAPTIVA SPORT,2012,20001.0,0,1,200001+,M,Fifties,UNITED STATES,Family Medicine Physicians,3
HONDA,FIT,2012,15001.0,1,1,60001 - 80000,F,Twenties,JAPAN,Writers and Editors,3
TOYOTA,PRIUS,2010,15001.0,0,1,60001 - 80000,M,Forties,JAPAN,"Communications Teachers, Postsecondary",3
JEEP,LIBERTY,2011,15001.0,1,1,60001 - 80000,F,Thirties,UNITED STATES,"Library Science Teachers, Postsecondary",3
TOYOTA,PRIUS,2008,15001.0,1,1,60001 - 80000,M,Forties,JAPAN,Biological Scientists,3
TOYOTA,PRIUS,2013,30001.0,0,1,0 - 20000,M,Eighties,JAPAN,"Farmworkers, Farm, Ranch, and Aquacultural Animals",3
BMW,128,2010,20001.0,1,1,140001 - 160000,M,Forties,GERMANY,"Airline Pilots, Copilots, and Flight Engineers",3
INFINITI,FX35,2012,30001.0,0,1,140001 - 160000,U,Twenties,JAPAN,Dentists,3
MINI,COOPER,2011,25001.0,1,1,200001+,F,Forties,UNITED KINGDOM,Family Medicine Physicians,3
MINI,COOPER,2011,20001.0,0,1,100001 - 120000,U,Forties,UNITED KINGDOM,Mathematicians,3
LEXUS,RX 330,2006,15001.0,1,1,140001 - 160000,F,Fifties,JAPAN,Architectural and Engineering Managers,3
TOYOTA,YARIS,2012,10001.0,1,1,60001 - 80000,F,Twenties,JAPAN,Conservation Scientists and Foresters,3
VOLKSWAGEN,R32,2008,15001.0,0,1,80001 - 100000,M,Twenties,GERMANY,Materials Scientists,3
TOYOTA,PRIUS,2010,20001.0,1,1,80001 - 100000,F,Thirties,JAPAN,"Computer Occupations, All Other",3
TOYOTA,PRIUS,2010,15001.0,1,1,80001 - 100000,M,Thirties,JAPAN,Power Distributors and Dispatchers,3
MITSUBISHI,ECLIPSE,2012,15001.0,0,1,80001 - 100000,M,Forties,JAPAN,First-Line Supervisors of Law Enforcement Workers,3
SUZUKI,SX4,2010,10001.0,0,1,100001 - 120000,F,Twenties,JAPAN,Miscellaneous Physical Scientists,3
JEEP,LIBERTY,2008,15001.0,0,1,60001 - 80000,M,UnderTwenty,UNITED STATES,Electrical and Electronics Drafters,3
JEEP,LIBERTY,2011,15001.0,0,1,200001+,M,Fifties,UNITED STATES,Family Medicine Physicians,3
AUDI,A7,2013,65001.0,0,1,100001 - 120000,F,Thirties,GERMANY,Optometrists,3
LEXUS,CT 200H,2012,25001.0,0,1,160001 - 180000,M,Fifties,JAPAN,"Pediatricians, General",3
MINI,COOPER,2008,15001.0,0,1,100001 - 120000,F,Thirties,UNITED KINGDOM,General and Operations Managers,3
TOYOTA,PRIUS,2010,15001.0,0,1,140001 - 160000,U,Fifties,JAPAN,Computer and Information Systems Managers,3
VOLKSWAGEN,GTI,2011,20001.0,1,1,60001 - 80000,F,Thirties,GERMANY,Instructional Coordinators,3
TOYOTA,PRIUS,2010,20001.0,0,1,100001 - 120000,M,Sixties,JAPAN,Mathematicians,3
MINI,COOPER,2013,25001.0,1,1,100001 - 120000,F,Thirties,UNITED KINGDOM,Industrial Production Managers,3
TOYOTA,PRIUS,2012,20001.0,0,1,60001 - 80000,M,Forties,JAPAN,Foresters,3
TOYOTA,PRIUS,2010,20001.0,0,1,200001+,M,Fifties,JAPAN,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
TOYOTA,PRIUS,2011,20001.0,0,1,60001 - 80000,F,Forties,JAPAN,Supervisors of Construction and Extraction Workers,3
INFINITI,FX35,2008,20001.0,1,1,60001 - 80000,F,Thirties,JAPAN,"Philosophy and Religion Teachers, Postsecondary",3
VOLKSWAGEN,GOLF,2012,25001.0,1,1,100001 - 120000,M,Thirties,GERMANY,"Software and Web Developers, Programmers, and Testers",3
VOLKSWAGEN,GOLF,2012,20001.0,1,1,120001 - 140000,F,Forties,GERMANY,Pharmacists,3
CHEVROLET,CAPTIVA SPORT,2013,15001.0,0,1,60001 - 80000,M,Seventies,UNITED STATES,Aerospace Engineering and Operations Technologists and Technicians,3
TOYOTA,PRIUS,2011,20001.0,1,1,60001 - 80000,F,Twenties,JAPAN,"Agents and Business Managers of Artists, Performers, and Athletes",3
TOYOTA,PRIUS,2010,20001.0,0,1,80001 - 100000,F,Thirties,JAPAN,"Computer Occupations, All Other",3
JEEP,LIBERTY,2009,15001.0,0,1,60001 - 80000,F,Twenties,UNITED STATES,Instructional Coordinators,3
JEEP,LIBERTY,2012,20001.0,1,1,200001+,M,Sixties,UNITED STATES,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
JEEP,LIBERTY,2010,15001.0,1,1,80001 - 100000,M,Forties,UNITED STATES,Hydrologists,3
TOYOTA,PRIUS,2010,15001.0,1,1,80001 - 100000,U,Twenties,JAPAN,Operations Research Analysts,3
JEEP,LIBERTY,2011,20001.0,0,1,140001 - 160000,U,Fifties,UNITED STATES,"Dentists, All Other Specialists",3
INFINITI,FX35,2006,20001.0,0,1,60001 - 80000,F,Fifties,JAPAN,Accountants and Auditors,3
LEXUS,CT 200H,2012,25001.0,1,1,200001+,M,Forties,JAPAN,General Internal Medicine Physicians,3
JEEP,LIBERTY,2012,20001.0,0,1,100001 - 120000,F,Fifties,UNITED STATES,Actuaries,3
JEEP,LIBERTY,2012,15001.0,0,1,80001 - 100000,F,Forties,UNITED STATES,Administrative Services and Facilities Managers,3
DODGE,CALIBER,2012,15001.0,0,1,100001 - 120000,M,Thirties,UNITED STATES,Nuclear Engineers,3
TOYOTA,PRIUS,2010,15001.0,0,1,60001 - 80000,M,Twenties,JAPAN,Instructional Coordinators,3
CHEVROLET,CAPTIVA SPORT,2013,15001.0,0,1,60001 - 80000,M,Fifties,UNITED STATES,Executive Secretaries and Executive Administrative Assistants,3
TOYOTA,PRIUS,2010,20001.0,1,1,200001+,M,Thirties,JAPAN,Family Medicine Physicians,3
TOYOTA,PRIUS,2010,20001.0,1,1,80001 - 100000,M,Forties,JAPAN,Computer and Mathematical Occupations,3
MINI,COOPER,2012,20001.0,1,1,60001 - 80000,F,Fifties,UNITED KINGDOM,Film and Video Editors,3
HONDA,FIT,2010,10001.0,1,1,60001 - 80000,F,Thirties,JAPAN,Boilermakers,3
TOYOTA,PRIUS,2013,25001.0,1,1,80001 - 100000,M,Forties,JAPAN,"Geoscientists, Except Hydrologists and Geographers",3
TOYOTA,PRIUS V,2013,25001.0,1,1,80001 - 100000,F,Fifties,JAPAN,"Geography Teachers, Postsecondary",3
CHEVROLET,CAPTIVA SPORT,2012,20001.0,0,1,80001 - 100000,F,Thirties,UNITED STATES,Computer Systems Analysts,3
INFINITI,FX35,2009,25001.0,1,1,80001 - 100000,F,HundredPlus,JAPAN,Materials Engineers,3
TOYOTA,PRIUS,2011,20001.0,0,1,140001 - 160000,F,Thirties,JAPAN,"Airline Pilots, Copilots, and Flight Engineers",3
INFINITI,FX35,2009,30001.0,1,1,60001 - 80000,M,Forties,JAPAN,Business Operations Specialists,3
NISSAN,MURANO CROSS CABRIOLET,2011,25001.0,1,1,100001 - 120000,M,Forties,JAPAN,Top Executives,3
INFINITI,FX35,2006,15001.0,1,1,100001 - 120000,F,Thirties,JAPAN,Human Resources Managers,3
TOYOTA,PRIUS,2010,15001.0,1,1,60001 - 80000,F,Twenties,JAPAN,"Artists and Related Workers, All Other",3
CHEVROLET,CAPTIVA SPORT,2012,15001.0,1,1,60001 - 80000,M,Fifties,UNITED STATES,"Agents and Business Managers of Artists, Performers, and Athletes",3
JEEP,LIBERTY,2010,15001.0,1,1,60001 - 80000,F,Fifties,UNITED STATES,Postsecondary Teachers,3
VOLKSWAGEN,GTI,2012,20001.0,1,1,100001 - 120000,M,Fifties,GERMANY,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",3
KIA,SOUL,2013,15001.0,1,1,100001 - 120000,M,Forties,SOUTH KOREA,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",3
VOLKSWAGEN,GOLF,2012,15001.0,1,1,200001+,M,Fifties,GERMANY,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
TOYOTA,PRIUS,2010,20001.0,1,1,60001 - 80000,F,Forties,JAPAN,"Career/Technical Education Teachers, Middle School",3
VOLVO,C30,2008,15001.0,1,1,60001 - 80000,M,Thirties,SWEDEN,Farm Labor Contractors,3
TOYOTA,MATRIX,2010,10001.0,1,1,80001 - 100000,F,Forties,JAPAN,"Engineering and Architecture Teachers, Postsecondary",3
TOYOTA,PRIUS,2008,15001.0,1,1,80001 - 100000,M,Thirties,JAPAN,Environmental Engineers,3
BMW,128,2011,20001.0,0,1,80001 - 100000,F,Twenties,GERMANY,Other Management Occupations,3
CHEVROLET,VOLT,2011,20001.0,0,1,80001 - 100000,F,Thirties,UNITED STATES,Psychologists,3
SUBARU,OUTBACK,2012,25001.0,1,1,160001 - 180000,M,Thirties,JAPAN,Nurse Anesthetists,3
TOYOTA,PRIUS,2010,15001.0,1,1,80001 - 100000,M,Forties,JAPAN,Electrical Engineers,3
BMW,128,2011,25001.0,1,1,60001 - 80000,F,Fifties,GERMANY,Anthropologists and Archeologists,3
TOYOTA,PRIUS,2010,20001.0,1,1,200001+,M,Forties,JAPAN,Family Medicine Physicians,3
SCION,XB,2010,15001.0,1,1,140001 - 160000,M,Forties,UNITED STATES,Dentists,3
LEXUS,CT 200H,2011,25001.0,1,1,60001 - 80000,U,Thirties,JAPAN,"First-Line Supervisors of Mechanics, Installers, and Repairers",3
JEEP,LIBERTY,2011,15001.0,0,1,60001 - 80000,F,Forties,UNITED STATES,"Psychology Teachers, Postsecondary",3
JEEP,LIBERTY,2011,15001.0,1,1,80001 - 100000,F,Twenties,UNITED STATES,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",3
JEEP,LIBERTY,2012,15001.0,0,1,200001+,M,Forties,UNITED STATES,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
JEEP,LIBERTY,2012,15001.0,1,1,100001 - 120000,F,Forties,UNITED STATES,Nurse Midwives,3
HONDA,FIT,2013,15001.0,0,1,60001 - 80000,M,Sixties,JAPAN,"Makeup Artists, Theatrical and Performance",3
TOYOTA,PRIUS,2010,15001.0,1,1,60001 - 80000,M,Thirties,JAPAN,Chiropractors,3
SCION,XB,2011,15001.0,1,1,100001 - 120000,M,Thirties,UNITED STATES,"Economics Teachers, Postsecondary",3
JEEP,LIBERTY,2012,15001.0,1,1,60001 - 80000,F,Thirties,UNITED STATES,Historians,3
CHEVROLET,CAPTIVA SPORT,2012,15001.0,1,1,200001+,M,Forties,UNITED STATES,General Internal Medicine Physicians,3
SUBARU,OUTBACK,2011,25001.0,1,1,0 - 20000,U,Nineties,JAPAN,Fast Food and Counter Workers,3
MITSUBISHI,ECLIPSE,2012,15001.0,1,1,100001 - 120000,F,Forties,JAPAN,General and Operations Managers,3
TOYOTA,PRIUS,2011,15001.0,0,1,80001 - 100000,M,Thirties,JAPAN,Nuclear Technicians,3
NISSAN,CUBE,2011,10001.0,0,1,60001 - 80000,M,Forties,JAPAN,Fire Inspectors,3
TOYOTA,PRIUS,2010,15001.0,0,1,200001+,M,Twenties,JAPAN,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
BMW,128,2009,20001.0,1,1,140001 - 160000,M,Forties,GERMANY,"Airline Pilots, Copilots, and Flight Engineers",3
CHEVROLET,CAPTIVA SPORT,2013,15001.0,0,1,60001 - 80000,F,Twenties,UNITED STATES,"Social Work Teachers, Postsecondary",3
CHEVROLET,CAPTIVA SPORT,2012,20001.0,1,1,60001 - 80000,F,Twenties,UNITED STATES,"Agents and Business Managers of Artists, Performers, and Athletes",3
JEEP,LIBERTY,2011,15001.0,0,1,60001 - 80000,F,Thirties,UNITED STATES,Funeral Home Managers,3
MINI,COOPER,2011,20001.0,1,1,60001 - 80000,M,Thirties,UNITED KINGDOM,Miscellaneous Plant and System Operators,3
JEEP,LIBERTY,2012,15001.0,1,1,80001 - 100000,F,Twenties,UNITED STATES,Veterinarians,3
TOYOTA,PRIUS,2012,25001.0,0,1,100001 - 120000,M,Fifties,JAPAN,Optometrists,3
BMW,128,2011,20001.0,1,1,60001 - 80000,M,Thirties,GERMANY,Cost Estimators,3
SUBARU,OUTBACK,2011,20001.0,1,1,60001 - 80000,F,Fifties,JAPAN,"Foreign Language and Literature Teachers, Postsecondary",3
TOYOTA,PRIUS,2012,15001.0,0,1,60001 - 80000,M,Twenties,JAPAN,Accountants and Auditors,3
TOYOTA,PRIUS,2011,20001.0,1,1,80001 - 100000,F,Fifties,JAPAN,First-Line Supervisors of Law Enforcement Workers,3
TOYOTA,PRIUS,2009,10001.0,1,1,100001 - 120000,F,Forties,JAPAN,Nuclear Engineers,3
